iter	Logloss
0	0.54170703
1	0.4389573527
2	0.358952941
3	0.294386099
4	0.2559595151
5	0.221549712
6	0.2020729522
7	0.1822848339
8	0.1692937317
9	0.155025968
10	0.1446254472
11	0.1359030824
12	0.1283021528
13	0.1225473956
14	0.1182470093
15	0.1152508953
16	0.1129726139
17	0.1098506847
18	0.1084864507
19	0.1063208419
20	0.1042580864
21	0.1033491852
22	0.1023038388
23	0.1009165425
24	0.0997745772
25	0.09875397768
26	0.09829231115
27	0.09765400743
28	0.09728622524
29	0.09649358212
30	0.09569434911
31	0.09511616518
32	0.09473663033
33	0.09436064377
34	0.09373409826
35	0.09347614825
36	0.09325680618
37	0.09285901652
38	0.09240953325
39	0.09226692348
40	0.09191638824
41	0.09160216563
42	0.09136505227
43	0.09121739938
44	0.09102167062
45	0.09073980205
46	0.09046327278
47	0.09023477708
48	0.08998688668
49	0.089883636
50	0.08945743648
51	0.08922870892
52	0.08903428943
53	0.08892989523
54	0.08873689966
55	0.08855596034
56	0.0880943019
57	0.08790507869
58	0.08778953596
59	0.08772227898
60	0.08759419625
61	0.08738671059
62	0.0873184384
63	0.08705020109
64	0.08691199469
65	0.08672352625
66	0.08645597129
67	0.08615157439
68	0.08593640827
69	0.08591914489
70	0.08583029479
71	0.08572594054
72	0.08566426036
73	0.08560754348
74	0.08549487989
75	0.0853612564
76	0.08531034276
77	0.08509930647
78	0.08493177286
79	0.08483336013
80	0.08477728105
81	0.08471919241
82	0.08465251764
83	0.0845628364
84	0.08451778116
85	0.08437537715
86	0.08428318191
87	0.08410798116
88	0.08394870011
89	0.0838739804
90	0.08380055817
91	0.08374331529
92	0.08372356549
93	0.08363596937
94	0.08357054335
95	0.08350010247
96	0.08340765342
97	0.0833625287
98	0.08325779621
99	0.08300244797
100	0.08297287132
101	0.08294138083
102	0.0828402402
103	0.08275357251
104	0.0826830945
105	0.08261231223
106	0.08242263595
107	0.0822914409
108	0.08220712567
109	0.0820913396
110	0.08206355688
111	0.08199744447
112	0.08194689387
113	0.08184440704
114	0.08182041066
115	0.08176852959
116	0.08164026327
117	0.0815584272
118	0.08151396728
119	0.08144049529
120	0.08135897784
121	0.08135813654
122	0.08128596987
123	0.08111010392
124	0.0807841724
125	0.08076953808
126	0.08072508691
127	0.080577892
128	0.08053436889
129	0.08033396097
130	0.08027363173
131	0.0801726907
132	0.08012066141
133	0.08003894253
134	0.07986074591
135	0.07979676813
136	0.07975139181
137	0.07968338937
138	0.07964508258
139	0.07961900538
140	0.07958179193
141	0.07945028579
142	0.07937985257
143	0.07937245399
144	0.07936324206
145	0.07926570123
146	0.07905147378
147	0.07890601544
148	0.07886435021
149	0.07885735025
150	0.07881490912
151	0.07878206456
152	0.07871929356
153	0.07866622506
154	0.07862542945
155	0.07857213813
156	0.07853092485
157	0.07850845528
158	0.07844802849
159	0.07837763181
160	0.07835072518
161	0.07818145395
162	0.07813576385
163	0.07810294526
164	0.07805868672
165	0.07799919528
166	0.07797388713
167	0.07794628508
168	0.0779174165
169	0.07787866506
170	0.07769288632
171	0.07759111218
172	0.07755846593
173	0.07742711969
174	0.07737951176
175	0.07735287995
176	0.07731172395
177	0.07717854116
178	0.07713900621
179	0.07708614664
180	0.07703426003
181	0.07700141061
182	0.0769003044
183	0.07686522865
184	0.07678499836
185	0.07673317513
186	0.07662649017
187	0.07655029656
188	0.07654319861
189	0.07653670329
190	0.07650743121
191	0.07646314237
192	0.0763585906
193	0.07620419226
194	0.07618377518
195	0.07613497153
196	0.07608968071
197	0.07605312296
198	0.07602649517
199	0.07595972158
200	0.07594400049
201	0.0759042511
202	0.07586607708
203	0.07583099979
204	0.07577324257
205	0.07572073226
206	0.07569723234
207	0.07566714348
208	0.07565639428
209	0.07561078725
210	0.07556294361
211	0.07551456258
212	0.07549560936
213	0.07541904044
214	0.07537165517
215	0.07532917846
216	0.0752717856
217	0.07524817408
218	0.075208256
219	0.07518258866
220	0.07514320575
221	0.07503996193
222	0.0750017296
223	0.07495996439
224	0.07487012458
225	0.07478177053
226	0.07474453267
227	0.07467620341
228	0.07464242208
229	0.07461549823
230	0.07454926958
231	0.07450221592
232	0.07448773061
233	0.0744216536
234	0.07429022977
235	0.07425421335
236	0.07422373148
237	0.07418276914
238	0.07416082585
239	0.07404374507
240	0.07402507309
241	0.07401043433
242	0.073987761
243	0.07395406037
244	0.0739260661
245	0.07390673778
246	0.07386461555
247	0.07384438974
248	0.07374253653
249	0.07365840305
250	0.07362101259
251	0.07353931115
252	0.07341752199
253	0.07334391252
254	0.07332116627
255	0.07328358959
256	0.0732286577
257	0.07311353388
258	0.07304790825
259	0.07297662014
260	0.07288141695
261	0.07284150622
262	0.07277776949
263	0.07277775225
264	0.07269991873
265	0.0726465625
266	0.07258412203
267	0.07250545934
268	0.07246967397
269	0.07242430279
270	0.07240098923
271	0.07231287676
272	0.07231288224
273	0.07229013412
274	0.07224530738
275	0.07223099692
276	0.07217854864
277	0.0721417938
278	0.07210968452
279	0.0720947533
280	0.07208103641
281	0.07204273545
282	0.07203327711
283	0.07197926348
284	0.07195082198
285	0.07191914862
286	0.07185881992
287	0.07181770871
288	0.07178351016
289	0.0717201965
290	0.07171310417
291	0.07167486181
292	0.07163725121
293	0.07159594384
294	0.07154485361
295	0.07149502651
296	0.07147263419
297	0.07144568048
298	0.0713958256
299	0.07136364221
300	0.07131088818
301	0.0712776096
302	0.0712328337
303	0.07119926173
304	0.07115692377
305	0.07112655736
306	0.07109256436
307	0.07107308375
308	0.07105247741
309	0.07100263863
310	0.07099506529
311	0.07096308683
312	0.07094285313
313	0.07091460677
314	0.07075549169
315	0.07071916092
316	0.070646463
317	0.07062474919
318	0.07059008693
319	0.07054493859
320	0.0705448839
321	0.07046636498
322	0.07045199763
323	0.070419015
324	0.07038329688
325	0.0703791884
326	0.07035150543
327	0.07030004415
328	0.0702683107
329	0.07017436528
330	0.07016752475
331	0.07016225079
332	0.07015616194
333	0.07013803524
334	0.0700674028
335	0.0700140236
336	0.06993899564
337	0.06990852822
338	0.06985881182
339	0.06983634537
340	0.06977793167
341	0.06971422695
342	0.06963112255
343	0.06963088357
344	0.06960251626
345	0.06957423479
346	0.06952648668
347	0.06951481293
348	0.06949335517
349	0.0694775479
350	0.06946118885
351	0.06942123371
352	0.06940339734
353	0.06936408635
354	0.06933864777
355	0.06929755679
356	0.06928242891
357	0.06920149866
358	0.0691770685
359	0.06916540243
360	0.06914672856
361	0.06910279512
362	0.06907843986
363	0.06906680654
364	0.0690283014
365	0.06901778469
366	0.06899816324
367	0.06896941848
368	0.06894402418
369	0.06894401635
370	0.06894119221
371	0.0689375634
372	0.06891197712
373	0.06889620448
374	0.06887682812
375	0.06878304111
376	0.06875175638
377	0.06862803966
378	0.06859971716
379	0.06850831759
380	0.06845197682
381	0.06841048945
382	0.06837974578
383	0.06835323336
384	0.06831892075
385	0.06827103245
386	0.06823410316
387	0.06819591846
388	0.06817531775
389	0.06816718481
390	0.06811882725
391	0.06808445509
392	0.0680688295
393	0.06803933502
394	0.06800803261
395	0.06797171882
396	0.06794160011
397	0.06791986515
398	0.06790387333
399	0.06787384575
400	0.06784587275
401	0.06783689021
402	0.06777861386
403	0.06775153641
404	0.06772076822
405	0.06768682801
406	0.06762698092
407	0.06761328501
408	0.06759942943
409	0.06757509539
410	0.06755645135
411	0.06754519025
412	0.06750211223
413	0.0674841559
414	0.0674651248
415	0.06743996787
416	0.06739976832
417	0.06739926207
418	0.06738849115
419	0.0673884764
420	0.06736324754
421	0.0672936831
422	0.06728479957
423	0.06728432822
424	0.06727821206
425	0.06727794801
426	0.06722690545
427	0.06721364498
428	0.0671482113
429	0.06712902246
430	0.06712347815
431	0.06706106297
432	0.06701296324
433	0.06699099217
434	0.06693958412
435	0.06687908864
436	0.06686684449
437	0.06683542776
438	0.06679431384
439	0.06676044137
440	0.06673521797
441	0.0667058723
442	0.06669544577
443	0.06669158535
444	0.06662701195
445	0.06661015919
446	0.06658433078
447	0.06656096898
448	0.06654153933
449	0.06652386283
450	0.06651136515
451	0.06648808791
452	0.06643457517
453	0.06641799451
454	0.06639596594
455	0.0663277746
456	0.06627603838
457	0.06623617361
458	0.06620865436
459	0.06618988926
460	0.06617378864
461	0.0661161349
462	0.06605281499
463	0.06601365801
464	0.06596886069
465	0.06595289764
466	0.06590457011
467	0.06588336237
468	0.06585065169
469	0.06583635533
470	0.06576620487
471	0.06566367201
472	0.06559775933
473	0.06555986419
474	0.06555050064
475	0.06552579044
476	0.06548566603
477	0.06547912685
478	0.06544008808
479	0.06543023961
480	0.06540899085
481	0.06537237006
482	0.06536174882
483	0.06533030209
484	0.06530708774
485	0.0652847815
486	0.06526237985
487	0.06524360579
488	0.06519120009
489	0.06516219612
490	0.06514540654
491	0.06512200333
492	0.06508389664
493	0.06505192539
494	0.06502131309
495	0.06501447059
496	0.06497818214
497	0.06496325211
498	0.06492141231
499	0.06489219671
500	0.06488138203
501	0.06487284283
502	0.06487284283
503	0.06485636971
504	0.06479043574
505	0.0647509421
506	0.06474322959
507	0.06468576372
508	0.06465859953
509	0.06463452356
510	0.06461548667
511	0.06461548667
512	0.06460345188
513	0.06460337761
514	0.06459238247
515	0.06457547498
516	0.06456513075
517	0.06453129472
518	0.06447895781
519	0.06445906963
520	0.06443162585
521	0.06437594701
522	0.06433559999
523	0.06430899843
524	0.06418948139
525	0.0641266852
526	0.06409676997
527	0.06399793207
528	0.0639741803
529	0.06397414609
530	0.06395903407
531	0.06392859958
532	0.06391673154
533	0.0638898978
534	0.06387419031
535	0.06386475633
536	0.06382884186
537	0.06380545412
538	0.06375177357
539	0.06371959969
540	0.06371958671
541	0.06369898587
542	0.06367436865
543	0.06363452101
544	0.06360625262
545	0.0635627789
546	0.06354648367
547	0.06351320785
548	0.06347679216
549	0.06346746488
550	0.06345539399
551	0.06342116881
552	0.06337756346
553	0.0633529751
554	0.06334289011
555	0.06329283173
556	0.06325207751
557	0.0632145633
558	0.06319053449
559	0.06315345162
560	0.06312275239
561	0.06304322118
562	0.06299619287
563	0.06297882824
564	0.06293953827
565	0.06291813335
566	0.06288404457
567	0.06285076419
568	0.06282415978
569	0.06282412506
570	0.06279995587
571	0.06278684997
572	0.06277558286
573	0.0627755335
574	0.06274993268
575	0.06274712246
576	0.06272508756
577	0.06271628673
578	0.06269523696
579	0.06265643561
580	0.06259919939
581	0.06256925174
582	0.06255281504
583	0.06253403277
584	0.06251434026
585	0.06245271128
586	0.06240963554
587	0.06240961143
588	0.06239158592
589	0.06235442649
590	0.0623363292
591	0.06229870688
592	0.06226175965
593	0.06223565255
594	0.06213750505
595	0.0620515157
596	0.06202968853
597	0.06201294537
