tiraz,1-number,2-number,3-number,4-number,5-number,6-number,7-number,datetime,jackpot
6921,46,22,30,43,6,40,13,2018-03-28 15:30:00,45801737
6922,18,34,41,31,13,19,29,2018-03-28 17:30:00,45900894
6923,22,11,42,5,35,47,8,2018-03-28 19:30:00,45971319
6924,36,17,28,39,33,2,14,2018-03-28 21:30:00,46034909
6925,34,49,46,21,48,32,8,2018-03-28 23:30:00,46089169
6926,32,10,33,1,28,21,31,2018-03-29 12:30:00,46169634
6927,17,3,43,39,11,26,30,2018-03-29 15:30:00,46340295
6928,44,3,1,49,48,33,40,2018-03-29 17:30:00,46448475
6929,45,8,36,29,41,10,37,2018-03-29 19:30:00,46533590
6930,44,16,40,13,24,17,2,2018-03-29 21:30:00,46603986
6931,2,34,18,14,28,43,38,2018-03-29 23:30:00,46669423
6932,33,6,7,29,27,40,3,2018-03-30 12:30:00,46744898
6933,41,37,9,48,16,10,13,2018-03-30 15:30:00,46916172
6934,34,21,13,28,47,30,19,2018-03-30 17:30:00,47021761
6935,29,22,46,6,14,35,3,2018-03-30 19:30:00,47097807
6936,35,12,40,23,6,39,3,2018-03-30 21:30:00,47168033
6937,6,45,3,9,12,10,5,2018-03-30 23:30:00,47228321
6938,22,3,24,20,14,47,13,2018-03-31 12:30:00,47292346
6939,26,37,3,22,16,15,30,2018-03-31 15:30:00,47452947
6940,49,18,41,39,2,46,8,2018-03-31 17:30:00,47550203
6941,41,40,46,44,6,33,18,2018-03-31 19:30:00,47624570
6942,28,15,24,31,27,37,14,2018-03-31 21:30:00,47685994
6943,7,30,44,16,38,34,35,2018-03-31 23:30:00,47740983
6944,18,23,26,11,25,43,39,2018-04-01 12:30:00,47805880
6945,1,3,6,30,45,15,19,2018-04-01 15:30:00,47946803
6946,48,46,2,20,22,10,36,2018-04-01 17:30:00,48041039
6947,9,43,7,11,41,13,20,2018-04-01 19:30:00,48154387
6948,1,10,43,32,18,24,20,2018-04-01 21:30:00,48238564
6949,26,16,39,45,11,23,6,2018-04-01 23:30:00,48308181
6950,43,34,7,15,8,39,49,2018-04-02 12:30:00,48391429
6951,13,28,42,48,3,40,26,2018-04-02 15:30:00,48569152
6952,43,10,46,32,30,49,19,2018-04-02 17:30:00,48669730
6953,13,11,41,48,16,19,2,2018-04-02 19:30:00,48749640
6954,14,21,8,20,16,27,35,2018-04-02 21:30:00,48819117
6955,49,19,20,18,23,35,36,2018-04-02 23:30:00,48879689
6956,13,20,24,38,17,10,32,2018-04-03 12:30:00,48957037
6957,14,23,27,46,49,17,39,2018-04-03 15:30:00,49119577
6958,32,22,3,9,49,16,19,2018-04-03 17:30:00,49227059
6959,44,32,22,3,46,9,5,2018-04-03 19:30:00,49302760
6960,1,9,25,26,21,3,30,2018-04-03 21:30:00,49364320
6961,41,17,24,40,38,15,22,2018-04-03 23:30:00,49427315
6962,41,40,46,6,15,45,34,2018-04-04 12:30:00,49493048
6963,2,10,11,36,7,44,40,2018-04-04 15:30:00,49660710
6964,47,34,17,9,39,30,32,2018-04-04 17:30:00,49754753
6965,34,31,39,9,46,2,5,2018-04-04 19:30:00,49831123
6966,45,47,23,29,18,20,41,2018-04-04 21:30:00,49902428
6967,39,8,12,44,49,11,3,2018-04-04 23:30:00,49970179
6968,6,12,31,48,20,29,35,2018-04-05 12:30:00,50057197
6969,40,35,39,31,44,1,47,2018-04-05 15:30:00,50249219
6970,47,21,9,27,35,28,39,2018-04-05 17:30:00,50378279
6971,20,4,27,22,47,13,49,2018-04-05 19:30:00,50454200
6972,14,40,3,26,36,37,43,2018-04-05 21:30:00,50529987
6973,21,14,31,26,36,33,39,2018-04-05 23:30:00,50592898
6974,20,19,35,22,28,2,40,2018-04-06 12:30:00,50672417
6975,5,26,8,45,44,40,13,2018-04-06 15:30:00,50853302
6976,2,7,39,27,31,38,43,2018-04-06 17:30:00,50962786
6977,14,20,25,27,40,12,4,2018-04-06 19:30:00,51045957
6978,14,27,39,18,45,2,21,2018-04-06 21:30:00,51121043
6979,40,21,20,2,18,49,6,2018-04-06 23:30:00,51178820
6980,31,5,18,6,33,15,42,2018-04-07 12:30:00,51255581
6981,10,5,34,2,42,23,31,2018-04-07 15:30:00,51435189
6982,10,43,36,20,37,39,48,2018-04-07 17:30:00,51543919
6983,1,34,24,44,18,39,49,2018-04-07 19:30:00,51622906
6984,49,5,41,43,1,14,21,2018-04-07 21:30:00,51690151
6985,30,22,29,11,5,41,35,2018-04-07 23:30:00,51756338
6986,43,42,7,19,48,18,16,2018-04-08 12:30:00,51826767
6987,33,45,9,18,39,1,41,2018-04-08 15:30:00,51987152
6988,39,34,13,41,45,29,21,2018-04-08 17:30:00,52076099
6989,18,15,1,39,38,28,35,2018-04-08 19:30:00,52155172
6990,28,19,30,16,13,31,12,2018-04-08 21:30:00,52239753
6991,38,3,40,32,1,12,2,2018-04-08 23:30:00,52302893
6992,12,21,11,2,34,15,48,2018-04-09 12:30:00,52377468
6993,43,40,25,7,26,41,17,2018-04-09 15:30:00,52544030
6994,21,30,20,23,29,10,37,2018-04-09 17:30:00,52649609
6995,31,36,25,2,22,23,14,2018-04-09 19:30:00,52729069
6996,13,36,24,15,20,7,10,2018-04-09 21:30:00,52795705
6997,14,7,42,9,16,24,49,2018-04-09 23:30:00,52854223
6998,2,34,36,42,31,8,23,2018-04-10 12:30:00,52923249
6999,8,16,27,43,40,26,13,2018-04-10 15:30:00,53094866
7000,28,48,24,41,25,3,9,2018-04-10 17:30:00,53199782
7001,3,40,24,25,46,35,43,2018-04-10 19:30:00,53279881
7002,28,8,39,47,43,12,6,2018-04-10 21:30:00,53350041
7003,49,13,32,46,9,43,48,2018-04-10 23:30:00,53413552
7004,44,33,26,11,13,1,8,2018-04-11 12:30:00,53488588
7005,28,48,32,2,21,9,36,2018-04-11 15:30:00,53662502
7006,29,21,10,32,26,40,1,2018-04-11 17:30:00,53763466
7007,12,31,3,30,42,17,46,2018-04-11 19:30:00,53844182
7008,13,2,21,26,34,40,10,2018-04-11 21:30:00,53923141
7009,14,37,43,8,13,6,29,2018-04-11 23:30:00,53984252
7010,37,29,3,10,27,35,1,2018-04-12 12:30:00,54057647
7011,16,29,8,13,46,14,49,2018-04-12 15:30:00,54243350
7012,17,23,45,12,36,6,35,2018-04-12 17:30:00,54350890
7013,25,3,40,20,35,48,24,2018-04-12 19:30:00,54421482
7014,1,27,13,10,49,22,9,2018-04-12 21:30:00,54492280
7015,27,5,29,38,14,44,8,2018-04-12 23:30:00,54555360
7016,49,30,41,22,40,20,33,2018-04-13 12:30:00,54621980
7017,13,49,17,41,11,40,4,2018-04-13 15:30:00,54828674
7018,29,39,6,40,10,26,3,2018-04-13 17:30:00,54943727
7019,13,36,9,19,35,37,43,2018-04-13 19:30:00,55025663
7020,40,13,24,31,41,9,34,2018-04-13 21:30:00,55100256
7021,41,4,15,26,21,11,43,2018-04-13 23:30:00,55167222
7022,25,33,5,22,47,19,17,2018-04-14 12:30:00,55240541
7023,31,25,41,22,48,30,27,2018-04-14 15:30:00,55410157
7024,5,18,10,11,8,39,45,2018-04-14 17:30:00,55527127
7025,34,23,32,40,28,2,37,2018-04-14 19:30:00,55604813
7026,4,45,12,8,37,15,9,2018-04-14 21:30:00,55675727
7027,26,43,33,24,31,45,4,2018-04-14 23:30:00,55736026
7028,33,47,2,27,39,7,23,2018-04-15 12:30:00,55837838
7029,19,44,40,34,27,39,43,2018-04-15 15:30:00,56071024
7030,25,35,21,40,3,49,22,2018-04-15 17:30:00,56204533
7031,1,16,30,39,31,11,45,2018-04-15 19:30:00,56349521
7032,20,32,28,1,49,38,14,2018-04-15 21:30:00,56474679
7033,7,29,19,13,48,12,17,2018-04-15 23:30:00,56584463
7034,8,42,19,33,43,12,36,2018-04-16 12:30:00,56668894
7035,46,33,42,43,28,8,29,2018-04-16 15:30:00,56848682
7036,13,11,27,1,33,35,34,2018-04-16 17:30:00,57020616
7037,23,25,14,34,20,27,46,2018-04-16 19:30:00,57151916
7038,45,32,4,8,28,29,39,2018-04-16 21:30:00,57252411
7039,38,23,14,40,35,10,43,2018-04-16 23:30:00,57354256
7040,37,19,22,6,12,43,15,2018-04-17 12:30:00,57442215
7041,44,7,15,43,29,42,47,2018-04-17 15:30:00,57683611
7042,31,49,47,39,32,2,35,2018-04-17 17:30:00,57828038
7043,33,32,7,30,15,47,49,2018-04-17 19:30:00,57940770
7044,32,26,17,46,31,30,10,2018-04-17 21:30:00,58051698
7045,6,36,23,27,26,44,34,2018-04-17 23:30:00,58169341
7046,1,25,31,15,2,28,42,2018-04-18 12:30:00,58264066
7047,5,36,23,39,15,24,41,2018-04-18 15:30:00,58525016
7048,43,42,6,12,44,36,37,2018-04-18 17:30:00,58685005
7049,40,8,16,21,3,30,48,2018-04-18 19:30:00,58820939
7050,31,21,37,25,8,16,24,2018-04-18 21:30:00,58919954
7051,23,2,45,11,47,10,31,2018-04-18 23:30:00,59011475
7052,36,46,7,4,14,44,18,2018-04-19 12:30:00,59090199
7053,44,27,13,29,18,26,5,2018-04-19 15:30:00,59319068
7054,5,11,7,24,47,42,9,2018-04-19 17:30:00,59478263
7055,31,8,18,9,3,38,44,2018-04-19 19:30:00,59602539
7056,44,34,42,32,48,14,13,2018-04-19 21:30:00,59717867
7057,9,22,13,2,35,40,24,2018-04-19 23:30:00,59824765
7058,29,11,27,39,45,19,46,2018-04-20 12:30:00,59907108
7059,17,37,10,8,18,30,7,2018-04-20 15:30:00,60160429
7060,30,9,46,18,15,32,8,2018-04-20 17:30:00,60335554
7061,33,34,46,14,20,11,27,2018-04-20 19:30:00,60476731
7062,43,47,15,40,26,19,22,2018-04-20 21:30:00,60598486
7063,14,42,39,26,2,8,30,2018-04-20 23:30:00,60711203
7064,1,39,8,44,12,14,27,2018-04-21 12:30:00,60814291
7065,1,18,33,16,38,45,20,2018-04-21 15:30:00,61073309
7066,42,22,25,43,20,48,45,2018-04-21 17:30:00,61235519
7067,14,46,5,45,42,27,39,2018-04-21 19:30:00,61355323
7068,12,6,9,35,22,24,8,2018-04-21 21:30:00,61452898
7069,43,46,26,39,29,45,24,2018-04-21 23:30:00,61540630
7070,24,1,45,30,49,20,48,2018-04-22 12:30:00,61626845
7071,32,35,9,34,17,20,1,2018-04-22 15:30:00,61844000
7072,13,10,34,5,26,36,30,2018-04-22 17:30:00,61970019
7073,20,10,37,22,26,48,49,2018-04-22 19:30:00,62109211
7074,23,46,12,18,41,16,38,2018-04-22 21:30:00,62238288
7075,9,31,5,14,23,1,36,2018-04-22 23:30:00,62344544
7076,2,31,44,13,39,41,26,2018-04-23 12:30:00,62458677
7077,33,20,48,23,2,49,10,2018-04-23 15:30:00,62717775
7078,23,38,10,36,9,22,17,2018-04-23 17:30:00,62897023
7079,41,14,42,19,18,25,8,2018-04-23 19:30:00,63022103
7080,8,49,31,15,13,36,3,2018-04-23 21:30:00,63150615
7081,34,4,16,29,1,47,31,2018-04-23 23:30:00,63283673
7082,27,34,48,42,9,3,13,2018-04-24 12:30:00,63396457
7083,42,4,39,9,20,29,21,2018-04-24 15:30:00,63694743
7084,4,40,22,49,30,46,12,2018-04-24 17:30:00,63890480
7085,4,49,43,32,8,11,35,2018-04-24 19:30:00,64046367
7086,8,26,12,16,15,10,13,2018-04-24 21:30:00,64196457
7087,30,38,9,29,32,33,49,2018-04-24 23:30:00,64351705
7088,13,2,46,48,42,36,7,2018-04-27 23:30:00,64509176
7089,27,48,14,18,41,8,3,2018-04-28 12:30:00,39427463
7090,5,9,21,31,47,12,33,2018-04-28 15:30:00,39723768
7091,33,27,32,23,8,1,44,2018-04-28 17:30:00,39863064
7092,35,14,25,28,22,24,4,2018-04-28 19:30:00,39958135
7093,39,1,48,40,24,11,8,2018-04-28 21:30:00,40039063
7094,3,4,15,26,35,25,2,2018-04-28 23:30:00,40119938
7095,40,23,16,46,14,31,41,2018-04-29 12:30:00,40200234
7096,12,5,26,16,20,40,15,2018-04-29 15:30:00,40388246
7097,18,41,26,17,16,1,30,2018-04-29 17:30:00,40487235
7098,1,34,24,42,15,23,33,2018-04-29 19:30:00,40581915
7099,44,21,47,24,6,1,43,2018-04-29 21:30:00,40681639
7100,30,28,27,12,42,34,40,2018-04-29 23:30:00,40766018
7101,45,24,46,25,1,26,12,2018-04-30 12:30:00,40842950
7102,28,10,20,12,1,11,13,2018-04-30 15:30:00,41045505
7103,46,37,9,24,39,18,4,2018-04-30 17:30:00,41153897
7104,16,25,8,43,15,26,6,2018-04-30 19:30:00,41229038
7105,43,15,4,33,44,14,13,2018-04-30 21:30:00,41299783
7106,5,41,27,35,20,23,4,2018-04-30 23:30:00,41364660
7107,24,11,8,31,32,23,19,2018-05-01 12:30:00,41420140
7108,25,34,20,11,46,27,37,2018-05-01 15:30:00,41576275
7109,42,26,32,24,33,16,4,2018-05-01 17:30:00,41679044
7110,30,34,18,25,27,11,21,2018-05-01 19:30:00,41741699
7111,36,26,21,6,18,14,49,2018-05-01 21:30:00,41800108
7112,10,2,34,40,41,22,12,2018-05-01 23:30:00,41865992
7113,14,15,47,46,26,29,43,2018-05-02 12:30:00,41919861
7114,44,41,32,18,10,23,31,2018-05-02 15:30:00,42071613
7115,21,36,9,32,27,24,45,2018-05-02 17:30:00,42165079
7116,2,35,46,19,37,41,21,2018-05-02 19:30:00,42229683
7117,31,28,27,10,33,38,19,2018-05-02 21:30:00,42293928
7118,25,32,37,4,24,29,15,2018-05-02 23:30:00,42352037
7119,13,21,18,31,36,5,33,2018-05-03 12:30:00,42405535
7120,26,27,32,6,14,16,7,2018-05-03 15:30:00,42555136
7121,35,4,24,27,22,25,43,2018-05-03 17:30:00,42654571
7122,47,11,14,10,31,48,18,2018-05-03 19:30:00,42727721
7123,17,47,9,6,11,16,12,2018-05-03 21:30:00,42797755
7124,19,23,14,16,46,3,1,2018-05-03 23:30:00,42859272
7125,7,4,48,38,46,14,49,2018-05-04 12:30:00,42921396
7126,24,34,23,31,35,42,17,2018-05-04 15:30:00,43099836
7127,34,5,45,27,29,22,37,2018-05-04 17:30:00,43218009
7128,32,6,33,21,15,12,14,2018-05-04 19:30:00,43294677
7129,45,29,47,18,20,42,2,2018-05-04 21:30:00,43365867
7130,12,24,2,14,37,28,38,2018-05-04 23:30:00,43431150
7131,20,15,44,10,28,8,49,2018-05-05 12:30:00,43489183
7132,3,4,35,43,30,16,47,2018-05-05 15:30:00,43657161
7133,47,17,26,40,1,18,30,2018-05-05 17:30:00,43758320
7134,3,28,49,29,46,43,33,2018-05-05 19:30:00,43831689
7135,23,48,44,47,5,46,17,2018-05-05 21:30:00,43890332
7136,15,10,17,33,34,42,26,2018-05-05 23:30:00,43944148
7137,21,11,48,33,23,47,5,2018-05-06 12:30:00,43995678
7138,24,9,7,17,27,26,2,2018-05-06 15:30:00,44131122
7139,14,10,17,33,3,31,44,2018-05-06 17:30:00,44211681
7140,39,32,28,22,44,46,34,2018-05-06 19:30:00,44299229
7141,31,5,46,32,48,47,44,2018-05-06 21:30:00,44382933
7142,15,17,37,25,39,8,44,2018-05-06 23:30:00,44451983
7143,21,39,34,14,45,36,46,2018-05-07 12:30:00,44511992
7144,18,2,46,38,9,15,25,2018-05-07 15:30:00,44669169
7145,14,12,29,46,43,37,31,2018-05-07 17:30:00,44775816
7146,9,22,21,49,33,19,20,2018-05-07 19:30:00,44854440
7147,35,23,8,45,12,47,24,2018-05-07 21:30:00,44921983
7148,15,8,32,22,10,9,27,2018-05-07 23:30:00,44978421
7149,35,26,12,4,11,46,3,2018-05-08 12:30:00,45036070
7150,47,24,3,8,45,36,10,2018-05-08 15:30:00,45187431
7151,18,41,28,14,11,34,31,2018-05-08 17:30:00,45292904
7152,26,2,29,18,14,27,36,2018-05-08 19:30:00,45365964
7153,25,13,31,17,49,21,22,2018-05-08 21:30:00,45431971
7154,11,49,24,25,23,10,18,2018-05-08 23:30:00,45491861
7155,49,33,7,6,5,24,47,2018-05-09 12:30:00,45560984
7156,45,26,28,25,33,34,48,2018-05-09 15:30:00,45713499
7157,28,23,44,27,36,24,37,2018-05-09 17:30:00,45802863
7158,3,37,40,44,35,48,18,2018-05-09 19:30:00,45866555
7159,12,23,36,40,47,34,5,2018-05-09 21:30:00,45921279
7160,2,1,38,45,14,22,43,2018-05-09 23:30:00,45972765
7161,7,29,39,37,4,6,18,2018-05-10 12:30:00,46022798
7162,16,4,37,20,24,45,13,2018-05-10 15:30:00,46165523
7163,5,2,18,34,42,15,33,2018-05-10 17:30:00,46281923
7164,48,21,10,17,19,28,3,2018-05-10 19:30:00,46355184
7165,45,2,5,20,42,48,10,2018-05-10 21:30:00,46413930
7166,29,3,48,33,1,9,8,2018-05-10 23:30:00,46479582
7167,29,49,5,19,36,12,16,2018-05-11 12:30:00,46537890
7168,38,33,26,45,31,47,6,2018-05-11 15:30:00,46700394
7169,26,44,3,1,25,10,41,2018-05-11 17:30:00,46800770
7170,11,36,14,4,32,21,5,2018-05-11 19:30:00,46876832
7171,6,11,9,38,18,17,28,2018-05-11 21:30:00,46934803
7172,43,30,49,7,3,36,47,2018-05-11 23:30:00,46989772
7173,48,49,47,30,39,19,45,2018-05-12 12:30:00,47046994
7174,2,21,44,27,34,15,41,2018-05-12 15:30:00,47209334
7175,12,7,33,4,9,37,32,2018-05-12 17:30:00,47299746
7176,6,42,16,12,1,17,23,2018-05-12 19:30:00,47358741
7177,30,5,44,29,39,43,35,2018-05-12 21:30:00,47409334
7178,32,6,15,41,46,30,45,2018-05-12 23:30:00,47469394
7179,47,25,17,24,23,13,38,2018-05-13 12:30:00,47520593
7180,19,2,7,46,4,11,40,2018-05-13 15:30:00,47643152
7181,18,33,20,2,25,41,27,2018-05-13 17:30:00,47720867
7182,21,10,47,33,25,30,20,2018-05-13 19:30:00,47808987
7183,13,5,42,24,40,34,22,2018-05-13 21:30:00,47893444
7184,5,8,39,40,25,13,42,2018-05-13 23:30:00,47986042
7185,1,16,6,21,35,42,41,2018-05-14 12:30:00,48055014
7186,44,12,1,33,30,49,37,2018-05-14 15:30:00,48246774
7187,16,45,33,19,14,43,32,2018-05-14 17:30:00,48362850
7188,11,46,6,48,30,7,49,2018-05-14 19:30:00,48437173
7189,30,31,10,38,47,9,44,2018-05-14 21:30:00,48511982
7190,21,24,26,46,1,41,43,2018-05-14 23:30:00,48574686
7191,38,47,23,33,6,15,5,2018-05-15 12:30:00,48637619
7192,7,30,46,28,2,13,22,2018-05-15 15:30:00,48800045
7193,12,9,11,25,14,2,34,2018-05-15 17:30:00,48908771
7194,39,38,22,18,41,32,13,2018-05-15 19:30:00,48985869
7195,48,37,15,26,40,20,5,2018-05-15 21:30:00,49068052
7196,25,5,13,32,16,22,26,2018-05-15 23:30:00,49139558
7197,17,46,41,7,43,47,23,2018-05-16 12:30:00,49213215
7198,44,39,41,8,3,45,4,2018-05-16 15:30:00,49480731
7199,45,32,36,21,19,26,23,2018-05-16 17:30:00,49634226
7200,24,47,38,6,2,27,29,2018-05-16 19:30:00,49740716
7201,19,28,4,45,48,43,40,2018-05-16 21:30:00,49833305
7202,38,40,47,2,26,32,15,2018-05-16 23:30:00,49928051
7203,29,15,48,4,12,24,2,2018-05-17 12:30:00,50026947
7204,6,15,23,32,39,43,42,2018-05-17 15:30:00,50272279
7205,41,26,28,4,32,11,13,2018-05-17 17:30:00,50421338
7206,17,11,25,33,10,2,38,2018-05-17 19:30:00,50526705
7207,24,48,36,17,11,22,38,2018-05-17 21:30:00,50622895
7208,3,20,32,12,9,11,26,2018-05-17 23:30:00,50712776
7209,34,45,19,8,33,35,41,2018-05-18 12:30:00,50808349
7210,15,29,28,20,7,38,34,2018-05-18 15:30:00,51039169
7211,31,39,4,2,14,16,41,2018-05-18 17:30:00,51182401
7212,14,30,23,24,11,22,13,2018-05-18 19:30:00,51288573
7213,30,7,40,14,49,27,17,2018-05-18 21:30:00,51380124
7214,13,5,47,24,10,32,42,2018-05-18 23:30:00,51460554
7215,33,41,40,5,45,11,7,2018-05-19 12:30:00,51548471
7216,41,48,7,14,10,40,49,2018-05-19 15:30:00,51757644
7217,37,20,4,49,39,41,15,2018-05-19 17:30:00,51899809
7218,16,31,17,18,7,40,25,2018-05-19 19:30:00,51996320
7219,13,30,43,3,19,34,22,2018-05-19 21:30:00,52076882
7220,22,30,49,11,15,42,17,2018-05-19 23:30:00,52153025
7221,9,22,36,30,16,48,8,2018-05-20 12:30:00,52241949
7222,38,14,21,43,37,30,24,2018-05-20 15:30:00,52478475
7223,32,12,13,48,4,45,23,2018-05-20 17:30:00,52628065
7224,12,15,42,19,48,8,9,2018-05-20 19:30:00,52767705
7225,43,38,17,4,21,11,15,2018-05-20 21:30:00,52901891
7226,33,11,35,31,47,13,43,2018-05-20 23:30:00,53005234
7227,31,29,33,23,5,35,14,2018-05-21 12:30:00,53115879
7228,11,26,2,8,20,12,14,2018-05-21 15:30:00,53401311
7229,18,32,43,25,35,49,31,2018-05-21 17:30:00,53569105
7230,36,45,32,24,47,29,11,2018-05-21 19:30:00,53684907
7231,26,25,31,28,15,39,38,2018-05-21 21:30:00,53792577
7232,12,14,22,35,34,5,9,2018-05-21 23:30:00,53896189
7233,32,17,13,7,10,15,4,2018-05-22 12:30:00,53999227
7234,30,35,1,41,33,4,29,2018-05-22 15:30:00,54240879
7235,2,36,48,21,37,35,15,2018-05-22 17:30:00,54403111
7236,15,41,46,7,30,2,10,2018-05-22 19:30:00,54511338
7237,39,24,5,13,30,41,36,2018-05-22 21:30:00,54618281
7238,18,10,49,41,30,26,47,2018-05-22 23:30:00,54714232
7239,46,30,22,26,47,3,13,2018-05-23 12:30:00,54827207
7240,17,11,10,32,6,31,1,2018-05-23 15:30:00,55070395
7241,33,46,43,18,28,6,40,2018-05-23 17:30:00,55229428
7242,31,9,34,2,26,10,11,2018-05-23 19:30:00,55347797
7243,21,41,1,17,20,47,24,2018-05-23 21:30:00,55476646
7244,34,26,22,47,38,46,35,2018-05-23 23:30:00,55599422
7245,35,7,16,13,30,21,17,2018-05-24 12:30:00,55718855
7246,11,32,19,2,39,14,45,2018-05-24 15:30:00,55989838
7247,35,9,10,23,32,18,13,2018-05-24 17:30:00,56148056
7248,20,8,44,9,36,12,27,2018-05-24 19:30:00,56261159
7249,4,34,44,20,13,14,32,2018-05-24 21:30:00,56360032
7250,20,22,48,2,44,39,42,2018-05-24 23:30:00,56455322
7251,40,17,29,47,33,35,11,2018-05-25 12:30:00,56557737
7252,49,25,48,15,39,9,26,2018-05-25 15:30:00,56808917
7253,45,42,13,41,37,43,4,2018-05-25 17:30:00,56965157
7254,8,47,14,30,9,17,40,2018-05-25 19:30:00,57092947
7255,31,30,14,4,1,19,11,2018-05-25 21:30:00,57197477
7256,19,39,13,18,36,43,31,2018-05-25 23:30:00,57299226
7257,9,37,29,5,2,18,33,2018-05-26 12:30:00,57400929
7258,32,25,29,1,19,8,11,2018-05-26 15:30:00,57627101
7259,46,45,20,11,27,19,18,2018-05-26 17:30:00,57770719
7260,11,33,12,17,10,45,24,2018-05-26 19:30:00,57869327
7261,3,34,42,24,46,45,12,2018-05-26 21:30:00,57954951
7262,1,16,7,5,44,38,34,2018-05-26 23:30:00,58040375
7263,2,44,24,33,1,27,26,2018-05-27 12:30:00,58126045
7264,31,43,28,37,32,4,7,2018-05-27 15:30:00,58342349
7265,33,31,14,49,24,16,3,2018-05-27 17:30:00,58467903
7266,13,33,38,40,7,44,19,2018-05-27 19:30:00,58606733
7267,30,20,49,27,47,15,24,2018-05-27 21:30:00,58713669
7268,9,19,5,22,28,12,23,2018-05-27 23:30:00,58817906
7269,33,1,38,42,46,31,21,2018-05-28 12:30:00,58918173
7270,7,41,15,43,24,39,45,2018-05-28 15:30:00,59204547
7271,27,37,39,33,26,47,20,2018-05-28 17:30:00,59374386
7272,4,21,46,32,8,16,35,2018-05-28 19:30:00,59503846
7273,21,40,5,13,27,23,36,2018-05-28 21:30:00,59616055
7274,20,5,40,1,13,26,14,2018-05-28 23:30:00,59726438
7275,14,16,2,32,48,36,22,2018-05-31 23:30:00,59852043
7276,45,30,34,15,4,26,41,2018-06-01 12:30:00,36621094
7277,49,48,13,31,4,15,1,2018-06-01 15:30:00,36983184
7278,23,49,16,10,36,21,43,2018-06-01 17:30:00,37157623
7279,1,43,5,42,30,16,27,2018-06-01 19:30:00,37268838
7280,10,3,27,30,33,15,48,2018-06-01 21:30:00,37371274
7281,29,11,21,48,16,44,27,2018-06-01 23:30:00,37449812
7282,5,24,48,44,37,2,14,2018-06-02 12:30:00,37528374
7283,3,38,27,41,34,6,23,2018-06-02 15:30:00,37743813
7284,16,46,25,13,4,48,14,2018-06-02 17:30:00,37858769
7285,6,35,27,14,1,33,38,2018-06-02 19:30:00,37936996
7286,32,24,47,11,6,16,35,2018-06-02 21:30:00,38006217
7287,1,23,46,45,31,38,5,2018-06-02 23:30:00,38073341
7288,27,20,41,30,47,14,39,2018-06-03 12:30:00,38148744
7289,39,13,27,23,4,7,22,2018-06-03 15:30:00,38322559
7290,6,22,39,32,47,48,12,2018-06-03 17:30:00,38424397
7291,7,27,5,44,36,28,17,2018-06-03 19:30:00,38537724
7292,42,45,30,39,22,10,1,2018-06-03 21:30:00,38629911
7293,30,20,33,36,15,23,7,2018-06-03 23:30:00,38706646
7294,21,38,17,4,44,41,27,2018-06-04 12:30:00,38780865
7295,2,18,22,26,40,48,34,2018-06-04 15:30:00,38964174
7296,32,21,14,48,10,9,30,2018-06-04 17:30:00,39084483
7297,8,13,31,28,4,22,2,2018-06-04 19:30:00,39171692
7298,1,40,39,6,27,21,4,2018-06-04 21:30:00,39250792
7299,46,23,2,13,3,16,18,2018-06-04 23:30:00,39322012
7300,42,4,8,16,45,26,47,2018-06-05 12:30:00,39392494
7301,10,9,35,7,6,20,16,2018-06-05 15:30:00,39596895
7302,27,6,46,7,34,29,44,2018-06-05 17:30:00,39720747
7303,11,33,4,36,12,20,48,2018-06-05 19:30:00,39811998
7304,43,42,19,38,41,23,45,2018-06-05 21:30:00,39899699
7305,11,42,40,34,7,30,43,2018-06-05 23:30:00,39978244
7306,26,8,42,29,39,47,41,2018-06-06 12:30:00,40058459
7307,40,5,3,27,37,4,20,2018-06-06 15:30:00,40276301
7308,14,9,23,2,8,25,13,2018-06-06 17:30:00,40397608
7309,48,42,26,30,40,11,15,2018-06-06 19:30:00,40487074
7310,38,43,29,10,14,34,6,2018-06-06 21:30:00,40567057
7311,11,29,42,20,23,46,19,2018-06-06 23:30:00,40646191
7312,9,12,39,21,18,22,48,2018-06-07 12:30:00,40725508
7313,2,12,35,11,13,30,8,2018-06-07 15:30:00,40927256
7314,15,22,25,36,32,13,9,2018-06-07 17:30:00,41040064
7315,24,32,10,47,14,40,48,2018-06-07 19:30:00,41126030
7316,5,7,35,15,23,42,47,2018-06-07 21:30:00,41201862
7317,30,26,23,1,48,43,2,2018-06-07 23:30:00,41269708
7318,40,47,45,5,12,13,30,2018-06-08 12:30:00,41347398
7319,27,19,31,22,11,48,10,2018-06-08 15:30:00,41553289
7320,15,35,27,42,16,48,40,2018-06-08 17:30:00,41676302
7321,20,12,32,9,44,4,38,2018-06-08 19:30:00,41768167
7322,37,17,28,29,2,24,38,2018-06-08 21:30:00,41848456
7323,8,43,42,21,35,27,31,2018-06-08 23:30:00,41917533
7324,14,33,18,17,42,8,30,2018-06-09 12:30:00,41994795
7325,35,26,28,1,6,36,23,2018-06-09 15:30:00,42197204
7326,17,21,8,39,44,28,25,2018-06-09 17:30:00,42323546
7327,14,37,47,44,8,46,13,2018-06-09 19:30:00,42406410
7328,40,24,25,37,18,23,29,2018-06-09 21:30:00,42487962
7329,12,21,26,46,33,13,3,2018-06-09 23:30:00,42559115
7330,3,6,47,24,43,39,8,2018-06-10 12:30:00,42646371
